Entry	Entry name	Status	Protein names	Gene names	Organism	Taxonomic lineage (ALL)	Taxonomic lineage IDs	Taxonomic lineage (CLASS)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (SUBPHYLUM)	Taxonomic lineage (SUBCLASS)	Taxonomic lineage (KINGDOM)	Taxonomic lineage (SUPERPHYLUM)	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (SUPERCLASS)	Taxonomic lineage (SUBKINGDOM)	Proteomes
A0A0D9S1R4	APOC4_CHLSB	reviewed	Apolipoprotein C-IV (Apo-CIV) (ApoC-IV) (Apolipoprotein C4)	APOC4	Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Cercopithecoidea, Cercopithecidae (Old World monkeys), Cercopithecinae, Chlorocebus, Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)	60711	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000029965: Chromosome 6
A0A077YVW8	A0A077YVW8_TRITR	unreviewed	Uncharacterized protein	TTRE_0000020001	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Enoplea, Dorylaimia, Trichinellida, Trichuridae, Trichuris, Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	36087	Enoplea	Nematoda (roundworms)		Dorylaimia	Metazoa		Eukaryota			UP000030665: Unassembled WGS sequence
S9WXF1	S9WXF1_CAMFR	unreviewed	Uncharacterized protein	CB1_000592007	Camelus ferus (Wild bactrian camel) (Camelus bactrianus ferus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Artiodactyla, Tylopoda, Camelidae, Camelus, Camelus ferus (Wild bactrian camel) (Camelus bactrianus ferus)	419612	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000030684: Unassembled WGS sequence
V3YW97	V3YW97_LOTGI	unreviewed	Uncharacterized protein (Fragment)	LOTGIDRAFT_134766 LOTGIDRAFT_144754	Lottia gigantea (Giant owl limpet)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Gastropoda, Patellogastropoda, Lottioidea, Lottiidae, Lottia, Lottia gigantea (Giant owl limpet)	225164	Gastropoda	Mollusca		Patellogastropoda	Metazoa		Eukaryota			UP000030746: Unassembled WGS sequence
A0A084VJG1	A0A084VJG1_ANOSI	unreviewed	AGAP000987-PA-like protein	ZHAS_00005380	Anopheles sinensis (Mosquito)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Nematocera, Culicomorpha, Culicoidea, Culicidae (mosquitos), Anophelinae, Anopheles, Anopheles, Laticorn, Myzorhynchus, hyrcanus group, Anopheles sinensis (Mosquito)	74873	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000030765: Unassembled WGS sequence
A0A0B2VQX2	A0A0B2VQX2_TOXCA	unreviewed	Autophagy-related protein 2-like protein B	ATG2B Tcan_13650	Toxocara canis (Canine roundworm)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Spirurina, Ascaridomorpha, Ascaridoidea, Toxocaridae, Toxocara, Toxocara canis (Canine roundworm)	6265	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000031036: Unassembled WGS sequence
M7AMK0	M7AMK0_CHEMY	unreviewed	Muellerian-inhibiting factor (Anti-Muellerian hormone) (Muellerian-inhibiting substance)	UY3_17180	Chelonia mydas (Green sea-turtle) (Chelonia agassizi)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Testudinata, Testudines (turtles), Cryptodira (hidden-necked turtles), Durocryptodira, Americhelydia, Chelonioidea, Cheloniidae (sea turtles), Chelonia, Chelonia mydas (Green sea-turtle) (Chelonia agassizi)	8469		Chordata	Craniata	Testudinata	Metazoa		Eukaryota	Sarcopterygii		UP000031443: Unassembled WGS sequence
A0A093DJW7	A0A093DJW7_CHAPE	unreviewed	Angiopoietin-related protein 4 (Angiopoietin-like protein 4) (Fragment)	M959_02117	Chaetura pelagica (Chimney swift) (Hirundo pelagica)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Caprimulgimorphae, Apodiformes (swifts and hummingbirds), Apodidae (swifts), Apodinae, Chaetura, Chaetura pelagica (Chimney swift) (Hirundo pelagica)	8897	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000031515: Unassembled WGS sequence
A0A0C2N368	A0A0C2N368_THEKT	unreviewed	Retrovirus-related Pol polyprotein from transposon opus	RF11_09312 RF11_14950	Thelohanellus kitauei (Myxosporean)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Cnidaria, Myxozoa, Myxosporea, Bivalvulida, Platysporina, Myxobolidae, Thelohanellus, Thelohanellus kitauei (Myxosporean)	669202	Myxozoa	Cnidaria		Myxosporea	Metazoa		Eukaryota			UP000031668: Unassembled WGS sequence
A0A0P7X534	A0A0P7X534_SCLFO	unreviewed	Glycerol-3-phosphate acyltransferase 4 (Glycerol-3-phosphate acyltransferase 4-like)	GPAT4 Z043_109118	Scleropages formosus (Asian bonytongue) (Osteoglossum formosum)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Osteoglossocephala, Osteoglossomorpha, Osteoglossiformes (bonytongues), Osteoglossidae (bony tongues), Scleropages, Scleropages formosus (Asian bonytongue) (Osteoglossum formosum)	113540	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000034805: Unassembled WGS sequence, UP000694397: Chromosome 12
C7BVM1	C7BVM1_ANGCA	unreviewed	RING-type domain-containing protein		Angiostrongylus cantonensis (Rat lungworm)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Strongylida, Metastrongyloidea (lungworms), Angiostrongylidae, Angiostrongylus, Angiostrongylus cantonensis (Rat lungworm)	6313	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000035642: Unassembled WGS sequence
A0A0K0FL18	A0A0K0FL18_STRVS	unreviewed	Venestatin		Strongyloides venezuelensis (Threadworm)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Tylenchina, Panagrolaimomorpha, Strongyloidoidea, Strongyloididae, Strongyloides, Strongyloides venezuelensis (Threadworm)	75913	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000035680: Unassembled WGS sequence
A0A0K0DSE6	A0A0K0DSE6_STRER	unreviewed	Plug_translocon domain-containing protein		Strongyloides stercoralis (Threadworm)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Tylenchina, Panagrolaimomorpha, Strongyloidoidea, Strongyloididae, Strongyloides, Strongyloides stercoralis (Threadworm)	6248	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000035681: Unassembled WGS sequence
A0A090L389	A0A090L389_STRRB	unreviewed	Gamma-glutamyltranspeptidase family-containing protein	SRAE_1000085700	Strongyloides ratti (Parasitic roundworm)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Tylenchina, Panagrolaimomorpha, Strongyloidoidea, Strongyloididae, Strongyloides, Strongyloides ratti (Parasitic roundworm)	34506	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000035682: Chromosome X
A0A0J7L831	A0A0J7L831_LASNI	unreviewed	Tho complex subunit 3-like protein	RF55_1060 RF55_986	Lasius niger (Black garden ant)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Formicoidea, Formicidae, Formicinae, Lasiini, Lasius, Lasius, Lasius niger (Black garden ant)	67767	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000036403: Unassembled WGS sequence
A0A0L0BNJ1	A0A0L0BNJ1_LUCCU	unreviewed	Kinesin-like protein subito	FF38_13434 FF38_13828	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Calyptratae, Oestroidea, Calliphoridae (blowflies), Luciliinae, Lucilia, Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	7375	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000037069: Unassembled WGS sequence
A0A0L7K4L8	A0A0L7K4L8_9NEOP	unreviewed	Synaptobrevin YKT6-like protein	OBRU01_25087 OBRU01_25563	Operophtera brumata (winter moth)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera (butterflies and moths), Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Geometroidea (inchworm moths), Geometridae (geometer moths), Larentiinae, Operophtera, Operophtera brumata (winter moth)	104452	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000037510: Unassembled WGS sequence
A0A151NWM8	A0A151NWM8_ALLMI	unreviewed	Reactive oxygen species modulator 1 (Protein MGR2 homolog)	ROMO1 Y1Q_0013726	Alligator mississippiensis (American alligator)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Crocodylia (alligators and others), Alligatoridae, Alligatorinae (alligators), Alligator, Alligator mississippiensis (American alligator)	8496		Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000050525: Unassembled WGS sequence
A0A0T6B7F5	A0A0T6B7F5_9SCAR	unreviewed	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3) (Fragment)	AMK59_4815	Oryctes borbonicus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Coleoptera, Polyphaga, Scarabaeiformia, Scarabaeoidea, Scarabaeidae (scarab beetles), Dynastinae (rhinoceros beetles, hercules beetles & elephant beetles), Oryctes, Oryctes borbonicus	1629725	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000051574: Unassembled WGS sequence
A0A0Q3PGJ5	A0A0Q3PGJ5_AMAAE	unreviewed	Histone H3	AAES_146569 AAES_167291	Amazona aestiva (Blue-fronted Amazon parrot)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Psittaciformes, Psittacidae (parrots), Amazona, Amazona aestiva (Blue-fronted Amazon parrot)	12930	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000051836: Unassembled WGS sequence
A0A091QVL5	A0A091QVL5_MERNU	unreviewed	Bcl-2-like 13 (Fragment)	N331_07274	Merops nubicus (Northern carmine bee-eater)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Coraciiformes (kingfishers and others), Meropidae, Merops, Merops nubicus (Northern carmine bee-eater)	57421	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000052967: Unassembled WGS sequence
A0A091F1Q1	A0A091F1Q1_CORBR	unreviewed	Ribonuclease P protein subunit p29 (Fragment)	N302_07098	Corvus brachyrhynchos (American crow)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Corvoidea, Corvidae, Corvus (crows), Corvus brachyrhynchos (American crow)	85066	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000052976: Unassembled WGS sequence
S7N983	S7N983_MYOBR	unreviewed	ETS translocation variant 4	D623_10015278	Myotis brandtii (Brandt's bat)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Chiroptera, Microchiroptera, Vespertilionidae (common bats), Myotis, Myotis brandtii (Brandt's bat)	109478	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000052978: Unassembled WGS sequence
A0A091Q1C6	A0A091Q1C6_LEPDC	unreviewed	Procollagen-proline 4-dioxygenase (EC 1.14.11.2) (Fragment)	N330_11364	Leptosomus discolor (Madagascar cuckoo roller) (Cuculus discolor)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Coraciiformes (kingfishers and others), Leptosomidae, Leptosomus, Leptosomus discolor (Madagascar cuckoo roller) (Cuculus discolor)	188344	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000053001: Unassembled WGS sequence
A0A026W182	ORCO_OOCBI	reviewed	Odorant receptor coreceptor	Orco X777_12371	Ooceraea biroi (Clonal raider ant) (Cerapachys biroi)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Formicoidea, Formicidae, Dorylinae, Ooceraea, Ooceraea biroi (Clonal raider ant) (Cerapachys biroi)	2015173	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000053097: Unassembled WGS sequence
A0A0N0U378	A0A0N0U378_9HYME	unreviewed	Feminizer female variant	WN51_06203	Melipona quadrifasciata	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Apoidea (bees), Apidae (bumble bees and honey bees), Apinae (honey bees), Meliponini (stingless bees), Melipona, Melipona quadrifasciata	166423	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000053105: Unassembled WGS sequence
A0A091JQH1	A0A091JQH1_EGRGA	unreviewed	Uncharacterized protein (Fragment)	Z169_00335 Z169_08507	Egretta garzetta (Little egret)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Pelecaniformes (Ibis, herons and pelicans), Ardeidae (herons), Egretta (plumed egrets), Egretta garzetta (Little egret)	188379	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000053119: Unassembled WGS sequence
A0A093C0M7	A0A093C0M7_9AVES	unreviewed	Eukaryotic translation initiation factor 4C (Fragment)	N339_08310	Pterocles gutturalis (yellow-throated sandgrouse)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Ciconiiformes (storks and others), Pteroclidae, Pterocles, Pterocles gutturalis (yellow-throated sandgrouse)	240206	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000053149: Unassembled WGS sequence
A0A093PXI3	A0A093PXI3_PHACA	unreviewed	Rhombotin-2 (Fragment)	N336_09766	Phalacrocorax carbo (Great cormorant) (Pelecanus carbo)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Pelecaniformes (Ibis, herons and pelicans), Phalacrocoracidae (cormorants and shags), Phalacrocorax, Phalacrocorax carbo (Great cormorant) (Pelecanus carbo)	9209	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000053238: Unassembled WGS sequence
A0A0N0PEU7	A0A0N0PEU7_PAPMA	unreviewed	UPF0184 protein C9orf16	RR48_01028 RR48_09198	Papilio machaon (Old World swallowtail butterfly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera (butterflies and moths), Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea (butterflies), Papilionidae (swallowtail butterflies), Papilioninae (swallowtails), Papilionini (fluted swallowtails), Papilio, Papilio machaon (Old World swallowtail butterfly)	76193	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000053240: Unassembled WGS sequence
A0A093PUU1	A0A093PUU1_9PASS	unreviewed	Uncharacterized protein (Fragment)	N305_02824	Manacus vitellinus (golden-collared manakin)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Pipridae, Manacus, Manacus vitellinus (golden-collared manakin)	328815	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000053258: Unassembled WGS sequence
A0A194QIH5	A0A194QIH5_PAPXU	unreviewed	Uncharacterized protein	RR46_06407	Papilio xuthus (Asian swallowtail butterfly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera (butterflies and moths), Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea (butterflies), Papilionidae (swallowtail butterflies), Papilioninae (swallowtails), Papilionini (fluted swallowtails), Papilio, Papilio xuthus (Asian swallowtail butterfly)	66420	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000053268: Unassembled WGS sequence
